Type,Number,Entry,Exit,Infant vocalizations,Parent vocalizations,Vocalizations,Referent,sound,Others,Duration
E,98,342.68,344.4,,parent vocalization,开到外婆这里来哦,,,,1.76
E,99,344.6,346.36,,parent vocalization,开到外婆这里来,,,,1.8
E,100,347.24,349.48,,parent vocalization,哎 诶诶！不要拖它,,,,2.28
E,101,349.48,351.2,,parent vocalization,哈哈哈哈（笑声）,,,,1.76
E,102,353.08,355.08,,parent vocalization,开到外婆这里来 来,,,,2.04
E,103,356.8,360.72,,parent vocalization,我们小熊坐在这里边上好吗？小熊坐在这里边上,,,,3.96
E,104,362.48,363.28,infant vocalization,,啊,,,,0.84
E,105,363.28,364.08,,parent vocalization,嗯？,,,,0.84
E,106,364.72,366.64,,parent vocalization,哦阿姨来了 阿姨来了 阿姨来了,,,,1.96
E,107,366.64,369.44,,parent vocalization,等一下就来了对吧？阿姨来了吗？,,,,2.84
E,108,369.44,371.4,,parent vocalization,阿姨来了吗？,,,,2
E,109,371.4,373.04,,parent vocalization,阿姨来了吧,,,,1.68
E,110,373.04,377.08,,,这边有一份问卷，您请在这里答一下,,,others,4.08
E,111,384.52,384.52,,,,,,Condition shift,0.04
E,112,415,415.92,infant vocalization,,哈（笑声）,,,,0.96
E,113,415,416.52,,parent vocalization,【听不清】,,,,1.56
E,114,470.32,471.24,infant vocalization,,嗯？,,,,0.96
E,115,482.88,483.68,infant vocalization,,奥,,,,0.84
E,116,483.84,484.48,,parent vocalization,嗯？,,,,0.68
E,117,484.48,488.68,,parent vocalization,阿姨没啦？阿姨等一下会来的,,,,4.24
E,118,488.68,492.48,,parent vocalization,等一下马上就来了 等一下马上就来了哦,,,,3.84
E,119,492.48,496.16,,parent vocalization,这个题目真难填,,,,3.72
E,120,501.68,502.76,infant vocalization,,呃,,,,1.12
E,121,502.76,503.72,infant vocalization,,呃,,,,1
E,122,503.72,504.64,infant vocalization,,呃,,,,0.96
E,123,505.24,510.88,,parent vocalization,哦 这里面 还有东西吗？你把东西捡进去好吗？,,,,5.68
E,124,510.88,513.04,,parent vocalization,我们把东西捡进箩筐里好吗？,,,,2.2
E,125,513.04,516.24,,parent vocalization,哦对的 你捡到箩筐里去哦,,,,3.24
E,126,513.24,514.24,infant vocalization,,诶,,,,1.04
E,127,516.24,519.24,,parent vocalization,摆在箩筐里 摆摆好 诶对了,,,,3.04
E,128,519.24,520.88,,parent vocalization,放放好哦,,,,1.68
E,129,521.24,523.28,,parent vocalization,哦 放放好哦,,,,2.08
E,130,523.28,525.68,,parent vocalization,奥对了 嗯？,,,,2.44
E,131,525.68,528.4,,parent vocalization,嗯 我们放在箩筐里好吗？,,,,2.76
E,132,530.04,531.2,infant vocalization,,啊,,,,1.2
E,133,536.52,539,,parent vocalization,来，给我咯。,,,,2.52
E,134,539.16,543.36,,parent vocalization,摇摇 哦喏喏喏喏 好 给你,,,,4.24
E,135,539.28,541.32,infant vocalization,,呃 啊,,,,2.08
E,136,543.36,545.6,infant vocalization,,呃 嗯,,,,2.28
E,137,545.6,550.92,,parent vocalization,噢噢噢噢 阿姨，阿姨啊？阿姨等一下会来的 阿姨等一下会来的,,,,5.36
E,138,554.96,555.56,infant vocalization,,奥,,,,0.64
E,139,555.56,557.52,,parent vocalization,喏 你把这个放在里面好吗？,,,,2
E,140,557.52,558.56,infant vocalization,,nya,,,,1.08
E,141,558.56,561.16,,parent vocalization,好 放起来,,,,2.64
E,142,562.4,563.64,,parent vocalization,放起来,,,,1.28
E,143,564.08,566.36,,parent vocalization,哎哟 【名字】小心诶,,,,2.32
E,144,566.84,568.84,,parent vocalization,小心诶,,,,2.04
E,145,569.52,571.2,,parent vocalization,小心诶,,,,1.72
E,146,571.2,573.84,,parent vocalization,哦 小心。这个放在箩筐里好吗？,,,,2.68
E,147,574.08,577.28,,parent vocalization,哦~ 这个也放进去,,,,3.24
E,148,577.28,578.84,,parent vocalization,这个也要放进去吧,,,,1.6
E,149,578.84,581.08,,parent vocalization,这也放进去吧 这个,,,,2.28
E,150,586.56,587.92,,parent vocalization,也会唱歌的,,,,1.4
E,151,590.8,592.32,,parent vocalization,诶 唱歌的没了,,,,1.56
E,152,594.88,597.28,,parent vocalization,你唱歌跳舞了 好吗,,,,2.44
E,153,597.28,600.2,,parent vocalization,跳舞了 我们唱歌跳舞了,,,,2.96
E,154,600.44,604.52,,parent vocalization,放好 再唱歌好吗？,,,,4.12
E,155,604.52,607,,parent vocalization,再来一遍唱歌的,,,,2.52
E,156,607.64,611.64,,parent vocalization,哎呦 轻轻点来 轻轻点 轻轻点,,,,4.04
E,157,615.24,617.32,,parent vocalization,咦 唱歌跳舞咯,,,,2.12
E,158,619.76,622.16,,parent vocalization,呀？,,,,2.44
E,159,622.44,623.6,infant vocalization,,嗯！,,,,1.2
E,160,623.6,625.96,,parent vocalization,哦轻轻点,,,,2.4
E,161,633.36,634.76,,parent vocalization,好听吗？,,,,1.44
E,162,634.76,638.08,,parent vocalization,听过 好听吗？,,,,3.36
E,163,638.08,640.52,,parent vocalization,哎呦 轻轻点呀,,,,2.48
E,164,640.52,642.76,,parent vocalization,轻一点呀,,,,2.28
E,165,647.2,649.36,,parent vocalization,轻点 诶,,,,2.2
T,10,0,0,ZBZJ27-freeplayc2,0.04,"Video: ""L:\Studies\Mandarin walking\Videos\Videos\20150423-zbzj27\20150422-zbzj27-freeplay-c2\20150422-zbzj27-freeplay-c2.MTS""<BR>",,,,
E,1,0,0,,,,Mom,,,0.04
E,2,9.8,10.56,Infant vocalizes,,呃啊,,,,0.8
E,3,11.8,16.92,,Parent vocalizes,怎么啦？车车呢？车车呢？车车呢？车车给妈妈呢，车车给妈妈呢,,,,5.16
E,4,19.04,22.88,,Parent vocalizes,车车给妈妈呢，车车车，哦，阿姨走了阿姨走了,,,,3.88
E,5,23,25.16,,Parent vocalizes,来，推推看,,,,2.2
E,6,26.04,30.12,,Parent vocalizes,嘟嘟嘟，嘟嘟嘟，哟哟哟哟,,,,4.12
E,7,31.64,32.72,,Parent vocalizes,嘟嘟嘟,,,,1.12
E,8,33.52,34.6,,Parent vocalizes,呜呜呜呜,,,,1.12
E,9,34.6,35.64,Infant vocalizes,,哼哼,,,,1.08
E,10,35.64,43,,Parent vocalizes,呜呜呜呜呜呜呜呜...不哭不哭，不哭不哭....,,,,7.4
E,11,36.4,43.2,Infant vocalizes,,(crying),,,,6.84
E,12,43.88,50.88,,Parent vocalizes,哎，车车呢？嘟嘟嘟，车车开了呢，车车开了呢，车车开了呢，车车开了呢.....,,,,7.04
E,13,50,57.96,Infant vocalizes,,呜呜呜(crying),,,,8
E,14,50.88,52.64,,Parent vocalizes,哦，不哭不哭,,,,1.8
E,15,54.12,55.08,,Parent vocalizes,车车开了呢,,,,1
E,16,55.6,56.76,,Parent vocalizes,敲敲它呢,,,,1.2
E,17,57.28,57.96,,Parent vocalizes,对呀,,,,0.72
E,18,57.96,58.84,Infant vocalizes,,的的的,,,,0.92
E,19,59.68,60.6,,Parent vocalizes,这是什么呀,,,,0.96
E,20,60.6,61.24,Infant vocalizes,,呃呜呜(crying sound）,,,,0.68
E,21,61.68,63.88,,parent vocalization,打它 是它不好对吧？,,,,2.24
E,22,64.28,65.76,,Parent vocalizes,是它敲到你了对吧？,,,,1.52
E,23,68.6,70.52,,parent vocalization,哦呜呜,,,,1.96
E,24,73.68,77.8,,Parent vocalizes,毛毛虫呢？毛毛虫呢？看看它好吗？,,,,4.16
E,25,78.64,81.88,,Parent vocalizes,妈妈...哎哎哎..咦咦,,,,3.28
E,26,83.08,84,,Parent vocalizes,毛毛虫呢？,,,,0.96
E,27,86.44,88.96,,Parent vocalizes,咿咿....拿给妈妈呢，拿给妈妈呢,,,,2.56
E,28,92.72,107.12,,Parent vocalizes,（mother singing）,,,,14.44
E,29,95.56,98.76,infant vocalization,,呃啊啊啊~~~,,,,3.24
E,30,110.4,112.52,,Parent vocalizes,把毛毛虫给妈妈,,,,2.16
E,31,113.08,114.12,,Parent vocalizes,来拿过来过来,,,,1.08
E,32,115.8,117.16,,Parent vocalizes,拿过来给妈妈，妈妈开，你过来啊,,,,1.4
E,33,116.36,116.96,Infant vocalizes,,啊,,,,0.64
E,34,119.04,122.32,,Parent vocalizes,过来呀，毛毛虫拿过来，毛毛虫拿过来,,,,3.32
E,35,122.76,124.64,,Parent vocalizes,哎，给妈妈开，噢噢噢,,,,1.92
E,36,125.56,127.24,,Parent vocalizes,要开吗，要开吗？,,,,1.72
E,37,131.96,134.68,,Parent vocalizes,咦，咦，咦,,,,2.76
E,38,135.32,135.84,Infant vocalizes,,呃呃~~,,,,0.56
E,39,138,141.44,,Parent vocalizes,咦，嗯走不过走不过,,,,3.48
E,40,141.44,142.32,Infant vocalizes,,嗯,,,,0.92
E,41,149.32,149.92,Infant vocalizes,,嗯,,,,0.64
E,42,149.92,152.24,,parent vocalization,呜呜,,,,2.36
E,43,151.4,152.56,,Parent vocalizes,毛毛虫呢,,,,1.2
E,44,154.24,155.08,,Parent vocalizes,毛毛虫呢,,,,0.88
E,45,155.64,157,,Parent vocalizes,你看呢,,,,1.4
E,46,157.8,159.64,,Parent vocalizes,嗯，嗯,,,,1.88
E,47,165.56,166.76,Infant vocalizes,,啊,,,,1.24
E,48,167.68,168.76,,Parent vocalizes,给妈妈给妈妈,,,,1.12
E,49,170.6,172.32,,parent vocalization,不要啦？,,,,1.76
E,50,173.96,175.44,,parent vocalization,要这个吗？,,,,1.52
E,51,176.68,179.68,infant vocalization,,哎，嗒嗒嗒嗒,,,,3.04
E,52,178.8,179.8,,Parent vocalizes,毛毛虫,,,,1.04
E,53,181,182.64,,Parent vocalizes,毛毛虫,,,,1.68
E,54,186.32,190.28,,parent vocalization,哦哦哦 恰恰恰 恰恰恰,,,,4
E,55,190.12,192,,Parent vocalizes,跳舞呢？跳舞呢？,,,,1.92
E,56,193.64,194.44,,Parent vocalizes,恰恰恰,,,,0.84
E,57,195.76,197.48,Infant vocalizes,,呃呃啊啊,,,,1.76
E,58,198,202.2,,Parent vocalizes,给妈妈妈给妈妈妈，要玩车车啊？,,,,4.24
E,59,204.16,205.88,,Parent vocalizes,这也给妈妈,,,,1.76
E,60,205.88,207.32,,parent vocalization,哦哦哦~,,,,1.48
E,61,208.92,209.56,infant vocalization,,诶,,,,0.68
E,62,209,210.2,,Parent vocalizes,哦 要这个,,,,1.24
E,63,214.12,215.12,,Parent vocalizes,啾啾啾,,,,1.04
E,64,218.44,220.16,,Parent vocalizes,啾啾啾,,,,1.76
E,65,221.88,224.2,,parent vocalization,啾啾啾,,,,2.36
E,66,226,227,,Parent vocalizes,熊熊哝，瑶瑶,,,,1.04
E,67,228.28,237.76,,Parent vocalizes,小熊可爱吗？mwa 你好呀mwa，遥遥你好呀,,,,9.52
E,68,237.76,254.12,,Parent vocalizes,要不要抱抱？要抱抱吗？抱抱，抱抱，抱抱，你好熊熊，熊熊你好呀，握握手，和它握握手来,,,,16.4
E,69,254.04,260.16,,Parent vocalizes,手手握握，遥遥你好，遥遥 熊熊要玩吗？,,,,6.16
E,70,262.24,263.8,,Parent vocalizes,还是喜欢这个阿,,,,1.6
E,71,265.88,267.28,,Parent vocalizes,咦啊哟，咦啊哟,,,,1.44
E,72,273.8,275.2,,Parent vocalizes,摇摇吗？,,,,1.44
E,73,281.12,282.92,Infant vocalizes,,啊 啊,,,,1.84
E,74,282.12,290.88,,Parent vocalizes,(mother singing),,,,8.8
E,75,292,295.12,,parent vocalization,呜 嗯？,,,,3.16
E,76,298,298.72,,Parent vocalizes,小心,,,,0.76
E,77,301,303.12,,Parent vocalizes,要去哪里呀,,,,2.16
E,78,308.52,309.24,Infant vocalizes,,啊,,,,0.76
E,79,312.04,315.6,,Parent vocalizes,呜，呜，呜，呜呜呜呜,,,,3.6
E,80,316.96,326.72,,Parent vocalizes,我们去玩毛毛虫好吗？毛毛虫呢，毛毛虫呢，毛毛虫呢，毛毛虫到哪里去了？毛毛虫到哪里去了？,,,,9.8
E,81,326.72,329.48,,Parent vocalizes,毛毛虫在那边对吗？,,,,2.8
E,82,330,335.44,,Parent vocalizes,把熊熊拿过来，熊熊呢，熊熊啊，熊熊在那里呢,,,,5.48
E,83,336.2,337.68,,Parent vocalizes,熊熊在那里呢,,,,1.52
E,84,342.6,343.2,,Parent vocalizes,干吗？,,,,0.64
E,85,343.88,346.6,Infant vocalizes,,呜啊 jiajiajia,,,,2.76
E,86,346.04,347.88,,Parent vocalizes,jiajiajia...yu,,,,1.88
E,87,350.44,352.6,,Parent vocalizes,yu，哦，那里这么多东西是吗？,,,,2.2
E,88,353.84,357.56,,parent vocalization,我们看看那边的，看看那个,,,,3.76
E,89,357,361.32,,Parent vocalizes,毛毛虫车车呢？毛毛虫车车呢？,,,,4.36
E,90,360.84,365.12,,Parent vocalizes,尿尿呢，书书呢,,,,4.32
E,91,366.24,373.52,,Parent vocalizes,恰 恰恰恰恰，拉拉它呢，遥遥来拉拉看呢,,,,7.32
E,92,373.52,374.84,,Parent vocalizes,得得...,,,,1.36
E,93,378.48,385.76,,Parent vocalizes,喜欢奶奶？看奶奶？看奶奶？咦咦咦，咦咦咦,,,,7.32
E,94,388.6,390.12,,Parent vocalizes,看奶奶吗？,,,,1.56
E,95,391.16,392.28,Infant vocalizes,,诶诶,,,,1.16
E,96,392.36,395.44,,Parent vocalizes,哦，什么呀？,,,,3.12
E,97,406.72,409.16,,Parent vocalizes,给妈妈呢,,,,2.48
E,98,416.32,417.92,,Parent vocalizes,给妈妈呢,,,,1.64
E,99,419.64,420.4,Infant vocalizes,,哒！,,,,0.8
E,100,429,429.68,,Parent vocalizes,瑶瑶咧,,,call the infant's name,0.72
E,101,435.08,443.24,,Parent vocalizes,拍拍他 哒哒哒哒哒哒，诶诶 摔下去 摔下去 摔下去 摔下去 摔下去 摔下去,,,,8.2
E,102,443.24,445.88,,parent vocalization,嘿嘿 哎呀 哎呀 好,,,,2.68
E,103,452.56,457.4,,parent vocalization,咦 咦,,,,4.88
E,104,454.56,454.56,,,,,,Condition shift,0.04
E,105,486,486.72,Infant vocalizes,,嗯,,,,0.76
E,106,487,488.2,,Parent vocalizes,你在干啥呀,,,,1.24
E,107,519.64,520.24,Infant vocalizes,,jia,,,,0.64
E,108,520.28,521.56,,Parent vocalizes,jia,,,,1.32
E,109,523.44,524.32,,parent vocalization,yu~~,,,,0.92
E,110,525.6,526.4,,Parent vocalizes,yu~,,,,0.84
E,111,527.08,529,,Parent vocalizes,妈妈写东西呀,,,,1.96
E,112,530.6,534.44,,parent vocalization,喏 有这个玩的喏 妈妈丢,,,,3.88
E,113,544,545.16,,Parent vocalizes,写在什么地方啊？,,,,1.2
E,114,545.16,547.56,,Parent vocalizes,字，笔笔写哪里的？,,,,2.44
E,115,550,551.76,,Parent vocalizes,哦 写在这个上面的啊？,,,,1.8
E,116,552.6,556.48,,Parent vocalizes,哒哒哒，妈妈来写，妈妈来写，嘟,,,,3.92
E,117,557.4,558.72,,Parent vocalizes,香蕉香蕉,,,,1.36
E,118,563.8,573.68,,Parent vocalizes,写在上面吗？哦写，哦写字字，哦妈妈写妈妈写，啊瑶瑶，妈妈写好吗,,,,9.92
E,119,577.8,579.4,,Parent vocalizes,哦哦，按起来,,,,1.64
E,120,585.6,586.36,,Parent vocalizes,嗯宝宝,,,,0.8
E,121,588,589.36,,Parent vocalizes,字字 来写字字咧 哦 写字字,,,,1.4
E,122,593.4,595.84,,Parent vocalizes,毛虫毛虫，毛毛虫,,,,2.48
E,123,603.04,604.24,Infant vocalizes,,呜~,,,,1.24
E,124,603.8,604.8,,parent vocalization,呜~~,,,,1.04
E,125,606.6,607.4,infant vocalization,,妈妈,,,,0.84
E,126,613.6,614.6,,Parent vocalizes,给妈妈,,,,1.04
E,127,618.4,620.16,,Parent vocalizes,咦,,,,1.8
E,128,620.16,622.16,,Parent vocalizes,毛毛虫毛毛虫,,,,2.04
E,129,632,634.6,,Parent vocalizes,哦，爬得这么远啊？,,,,2.64
E,130,644.8,651.4,,Parent vocalizes,开过来来,,,,6.64
T,11,0,0,ZBZJ29,0.04,"Video: ""L:\Studies\Mandarin walking\Videos\Videos\20150506-zbzj29\20150506-zbzj29-freeplay-c1\20150506-zbzj29-freeplay-c1.MTS""<BR>",,,,
E,1,0,0,,,,Mom,,,0.04
E,2,3.32,3.96,,Parent vocalizes,咦，这是什么东西？磊磊？,,,,0.68
E,3,4.8,6.2,,Parent vocalizes,把皮球捡给妈妈,,,,1.44
E,4,8.24,8.96,,Parent vocalizes,球拿起来啊,,,,0.76
E,5,13.32,16.44,infant vocalization,,呃,,,,3.16
E,6,14.32,16.08,Infant vocalizes,,耶诶诶诶,,,,1.8
E,7,19.72,21.8,,Parent vocalizes,来，看什么啊，咦！,,,,2.12
E,8,24.12,25.2,,Parent vocalizes,去把球捡过来,,,,1.12
E,9,26.88,27.72,Infant vocalizes,,呃啊,,,,0.88
E,10,30.48,32.28,Infant vocalizes,,啊啊啊,,,,1.84
E,11,33.2,33.96,,Parent vocalizes,哎，不能出去,,,,0.8
E,12,36.8,38.32,,Parent vocalizes,哎，你看看地上是什么,,,,1.56
E,13,39.2,40.96,,Parent vocalizes,看这看这，哎，这是什么？,,,,1.8
E,14,47.8,49.28,,Parent vocalizes,这个怎么玩的,,,,1.52
E,15,52.48,53.44,,Parent vocalizes,恩，拿过来啊,,,,1
E,16,54,57.72,,parent vocalization,看妈妈哦 咦 咦,,,,3.76
E,17,62.64,63.96,infant vocalization,,嗯？,,,,1.36
E,18,68.36,73.28,,Parent vocalizes,又要出去了...来来来，我们看这里，还有什么？我们看书好吗？来，看书啦,,,,4.96
E,19,75.24,75.96,,Parent vocalizes,看书了，啊,,,,0.76
E,20,76,77.2,Infant vocalizes,,咿嗯,,,,1.24
E,21,77.76,80.04,,Parent vocalizes,现在是便便时间，把它打开,,,,2.32
E,22,80.52,83.4,infant vocalization,,嗯,,,,2.92
E,23,80.72,82.32,,Parent vocalizes,把它打开,,,,1.64
E,24,84.24,86.8,Infant vocalizes,,嗯 嘤哇,,,,2.6
E,25,87.76,88.6,,Parent vocalizes,这是什么？,,,,0.88
E,26,92.68,94.24,,Parent vocalizes,诶，这可以翻开来 咦,,,,1.6
E,27,94.24,95.88,,parent vocalization,洗手间,,,,1.68
E,28,96,96.88,,parent vocalization,嗯？,,,,0.92
E,29,98.96,99.44,Infant vocalizes,,嗯！,,,,0.52
E,30,100.6,103.92,,Parent vocalizes,哦，翻过来，翻过去,,,,3.36
E,31,105.12,105.68,,Parent vocalizes,翻这张,,,,0.6
E,32,108.96,110.32,Infant vocalizes,,哼嗯,,,,1.4
E,33,110.24,112.36,,Parent vocalizes,这是看书，小宝贝看书,,,,2.16
E,34,113.96,115.96,,Parent vocalizes,便便完了要喊妈妈，喊妈妈,,,,2.04
E,35,116.32,118.8,Infant vocalizes,,爸爸,,,,2.52
E,36,118.8,119.48,,Parent vocalizes,每次都这样,,,,0.72
E,37,119.4,121.92,,Parent vocalizes,喊妈妈，妈妈,,,,2.56
E,38,122.72,123.28,Infant vocalizes,,爸爸,,,,0.6
E,39,123.28,124.56,,parent vocalization,诶,,,,1.32
E,40,124.56,128.4,infant vocalization,,嗯？啊哦啊呃,,,,3.88
E,41,127.6,129.72,,Parent vocalizes,洗手，洗手手会吗洗手手,,,,2.16
E,42,131.16,132.6,,Parent vocalizes,哎，对吧 洗手手,,,,1.48
E,43,133.8,136.28,,Parent vocalizes,妈妈帮我洗手,,,,2.52
E,44,137.4,138.04,,parent vocalization,好,,,,0.68
E,45,138.32,140.44,,parent vocalization,欧 没了,,,,2.16
E,46,141.16,141.8,Infant vocalizes,,啊哦,,,,0.68
E,47,146.08,153.16,,Parent vocalizes,洗手手，洗手手哪，洗手手怎么洗？洗手手,,,,7.12
E,48,153.16,154.48,,parent vocalization,哎,,,,1.36
E,49,155.4,156.72,,Parent vocalizes,哦，这里面有什么,,,,1.36
E,50,159.48,160.88,,Parent vocalizes,这是什么？,,,,1.44
E,51,163.68,166.28,,Parent vocalizes,咦，去捡过来，去拿过来,,,,2.64
E,52,169.6,173.72,,Parent vocalizes,去拿过来呀，车子拿过来呀，把球拿过来，球呢？,,,,4.16
E,53,178.08,178.84,infant vocalization,,呃,,,,0.8
E,54,178.88,179.8,,parent vocalization,呜,,,,0.96
E,55,179.92,181.24,infant vocalization,,啊,,,,1.36
E,56,184.68,189.04,,parent vocalization,哎，丢过来，嘿！诶,,,,4.4
E,57,201.12,202.12,Infant vocalizes,,呃啊,,,,1.04
E,58,208.8,209.76,,parent vocalization,来跳舞呀,,,,1
E,59,214.76,217.32,,Parent vocalizes,跳舞...叮叮叮叮叮,,,,2.6
E,60,227.6,229.84,,parent vocalization,跳舞！脚抖抖 哎,,,,2.28
E,61,230.12,234.64,,parent vocalization,哎哟哎哟，头点点 哎,,,,4.56
E,62,257.92,259.28,,parent vocalization,还有什么啊,,,,1.4
E,63,260.44,260.96,Infant vocalizes,,呃,,,,0.56
E,64,260.96,261.6,,parent vocalization,嗯？,,,,0.68
E,65,263.4,264,,parent vocalization,嗯？,,,,0.64
E,66,270.92,271.92,,Parent vocalizes,磊磊,,,,1.04
E,67,278.52,280.48,,Parent vocalizes,去拿过来,,,,2
E,68,291,292.16,,Parent vocalizes,去拿过来，拿给妈妈,,,,1.2
E,69,295.4,296.8,,Parent vocalizes,哦，喜欢这个东西啊？,,,,1.44
E,70,300.04,301.6,Infant vocalizes,,呃,,,,1.6
E,71,302,305,,Parent vocalizes,啊去拿过来呀。那么，去拿给妈妈,,,,3.04
E,72,309.08,309.08,,Parent vocalization,(mother singing),,,,0.04
E,73,315.6,316.48,,Parent vocalizes,哎，去拿。够不着够不着，你过去拿给妈妈,,,,0.92
E,74,316.48,318.4,,Parent vocalizes,啊，哈哈哈，不拿啊？,,,,1.96
E,75,349.24,349.24,,,,,,Condition shift,0.04
E,76,381.32,382.16,,Parent vocalizes,球，球拿过来,,,,0.88
E,77,382.6,384.32,,Parent vocalizes,去拿球，球拿过来,,,,1.76
E,78,388.6,390.52,,Parent vocalizes,去把球拿过来，快去,,,,1.96
E,79,390.52,393.12,,Parent vocalizes,快去，把球拿给妈妈,,,,2.64
E,80,433.4,434.44,Infant vocalizes,,嗯,,,,1.08
E,81,434.44,435.48,,parent vocalization,嗯？,,,,1.08
E,82,439.6,443.64,,Parent vocalizes,去把球拿过来，快去，把球拿给妈妈,,,,4.08
E,83,443.92,444.68,,Parent vocalizes,快过去,,,,0.8
E,84,453.92,454.92,Infant vocalizes,,呃啊,,,,1.04
E,85,470,471,Infant vocalizes,,嗯！,,,,1.04
E,86,487.88,490.52,infant vocalization,,嗯嗯嗯~,,,,2.68
E,87,493.44,495.24,infant vocalization,,哼,,,,1.84
E,88,505.6,507.76,infant vocalization,,唉,,,,2.2
E,89,540.8,542.32,Infant vocalizes,,咿咿咿咿,,,,1.56
E,90,547.12,554.12,Infant vocalizes,,嗯嗯嗯,,,,7.04
E,91,563.32,565.52,Infant vocalizes,,呃,,,,2.24
E,92,567.52,569.64,,Parent vocalizes,去捡过来,,,,2.16
E,93,572.8,574.2,,Parent vocalizes,去，捡给妈妈去,,,,1.44
E,94,579.28,581.56,,Parent vocalizes,呜,,,,2.32
E,95,590.8,594.08,,Parent vocalizes,毛毛虫，去，快捡过来,,,,3.32
E,96,603.6,604.6,Infant vocalizes,,嗯嗯~！,,,,1.04
E,97,618.68,620.88,Infant vocalizes,,咿咿咿咿咿,,,,2.24
E,98,625.6,625.6,,,,,,the end,0.04
T,12,0,0,ZBZJ31-freeplayc2-Part 1,0.04,"Video: ""L:\Studies\Mandarin walking\Videos\Videos\20150520-zbzj31\20150520-zbzj31-freeplay-c2\20150520-zbzj31-freeplay-c2.1.MTS""<BR><BR>",,,,
E,1,0,0,,,,Mom,,,0.04
E,2,7.56,12.04,,Parent vocalizes,依依呀，依依呀,,,,4.52
E,3,17,17.92,,,喜欢哪一个阿？,,,,0.96
E,4,19.44,22.64,,Parent vocalizes,喜欢哪一个？喜欢这个啊,,,,3.24
E,5,20.68,22.04,infant vocalization,,嗯嗯,,,,1.4
E,6,34.08,35.12,Infant vocalizes,,的呃,,,,1.08
E,7,36,37.56,,Parent vocalizes,妈妈给你看,,,,1.6
E,8,36.12,36.84,Infant vocalizes,,呃啊,,,,0.76
E,9,37.72,42.08,,Parent vocalizes,呜...嗯，推给妈妈,,,,4.4
E,10,43.64,46,,Parent vocalizes,咦...推给妈妈,,,,2.4
E,11,47.84,49.76,,Parent vocalizes,咦...推给妈妈,,,,1.96
E,12,54,55.76,,Parent vocalizes,咦，没耐心了啊,,,,1.8
E,13,55.8,57.72,,Parent vocalizes,球呢？球怎么拍？,,,,1.96
E,14,66,66.56,,Parent vocalizes,丢给妈妈,,,,0.6
E,15,69.48,71.12,,Parent vocalizes,丢给妈妈,,,,1.68
E,16,74.04,74.92,,Parent vocalizes,啊嘿嘿嘿,,,,0.92
E,17,79.04,80.76,,Parent vocalizes,啊嘿嘿嘿,,,,1.76
E,18,83.24,84.32,,Parent vocalizes,啊嘿嘿嘿,,,,1.12
E,19,90.32,91.44,Infant vocalizes,,嘿,,,,1.16
E,20,94.6,97.96,Infant vocalizes,,嘿,,,,3.4
E,21,98.56,102.8,,Parent vocalizes,我们来看看还有什么东西好吗？我来看看还有什么,,,,4.28
E,22,103.52,107.28,Infant vocalizes,,嗯！ 呃,,,,3.8
E,23,107.28,108.64,,Parent vocalizes,熊熊,,,,1.4
E,24,110.12,111.2,,Parent vocalizes,是熊熊,,,,1.12
E,25,112.04,113.36,,Parent vocalizes,可以和它要好要好,,,,1.36
E,26,115.08,117.2,,Parent vocalizes,哦，要抱抱啊，熊熊,,,,2.16
E,27,118.96,120.88,,Parent vocalizes,熊熊是好朋友,,,,1.96
E,28,121.72,125.24,,Parent vocalizes,这个是鼻子，鼻子,,,,3.56
E,29,126.32,127.76,infant vocalization,,嗯,,,,1.48
E,30,138.56,139.88,,Parent vocalizes,给妈妈妈吃熊啊，啊？,,,,1.36
E,31,143.48,143.96,Infant vocalizes,,嗯,,,,0.52
E,32,145.84,152.28,,Parent vocalizes,熊熊的鼻子，熊熊觉觉怎么觉觉（睡觉）？觉觉怎么觉觉啊，哎哟，不觉觉 来,,,,6.48
E,33,147.28,148.44,Infant vocalizes,,嗯,,,,1.2
E,34,153,154.12,,Parent vocalizes,咿呀，我们看这里,,,,1.16
E,35,154.12,158,,Parent vocalizes,哦，起来起来，我们看这里，还有什么东西？,,,,3.92
E,36,159.4,160.84,,Parent vocalizes,里面有什么？看看，里面有什么？,,,,1.48
E,37,172.04,173.08,,Parent vocalizes,咦，有声音！,,,,1.08
E,38,187.4,188.6,,Parent vocalizes,这本书也能玩的啊,,,,1.24
E,39,196.8,198.36,,Parent vocalizes,妈妈到后面来，把球球给妈妈,,,,1.6
E,40,199.68,201.6,,Parent vocalizes,球球给妈妈，球球来丢给妈妈,,,,1.96
E,41,201.6,202.12,Infant vocalizes,,嘿,,,,0.56
E,42,204.16,208.88,,Parent vocalizes,呃，呃，呃，嘿嘿嘿，来丢给妈妈,,,,4.76
E,43,210.64,212.8,infant vocalization,,嘿嘿,,,,2.2
E,44,211.8,217.72,,Parent vocalizes,嘿嘿嘿嘿...丢给妈妈来,,,,5.96
E,45,218.64,222.44,,Parent vocalizes,这个我们家里有的对吗？套在上面的,,,,3.84
E,46,225.2,226.48,infant vocalization,,嗯呃,,,,1.32
E,47,226,230.16,,Parent vocalizes,熊哟，熊,,,,4.2
E,48,229.32,231.16,Infant vocalizes,,嗯，嗯！,,,,1.88
E,49,231.16,232.28,,Parent vocalizes,哦不要它啦？,,,,1.16
E,50,234,235.84,,Parent vocalizes,把这个套在上面呀,,,,1.88
